"","from","to","weight"
"342","vir_ASV_207","ASV_101",0.0682917190873469
"343","vir_ASV_207","ASV_974",-0.0346619165909213
"344","vir_ASV_208","ASV_130",-0.0348031174110633
"345","vir_ASV_208","ASV_1310",0.0241547924680706
"346","vir_ASV_209","ASV_1310",0.0328903743472922
"347","vir_ASV_210","ASV_16",0.0423507124353895
"348","vir_ASV_210","ASV_70",0.0571144716816497
"349","vir_ASV_210","ASV_85",0.0145292646279041
"350","vir_ASV_210","ASV_259",0.0626607294995652
"351","vir_ASV_212","ASV_717",0.0443817651320255
"352","vir_ASV_215","ASV_683",-0.0152740378108785
"353","vir_ASV_215","ASV_694",0.129743396050638
"354","vir_ASV_215","ASV_1453",0.0313807960300015
"355","vir_ASV_216","ASV_89",-0.00826162561735952
"356","vir_ASV_216","ASV_407",0.00790708216582287
"357","vir_ASV_216","ASV_463",0.00794339080507869
"358","vir_ASV_216","ASV_530",0.113609652930604
"359","vir_ASV_217","ASV_20",-0.0635206564285346
"360","vir_ASV_218","ASV_55",0.0452749323499319
"361","vir_ASV_219","ASV_10",9.10122808234493e-05
"362","vir_ASV_219","ASV_85",0.0302384183177424
"363","vir_ASV_219","ASV_219",0.0111401554807253
"364","vir_ASV_219","ASV_735",0.0650106195831753
"365","vir_ASV_219","ASV_740",0.0670677707083843
"366","vir_ASV_219","ASV_1321",-0.0283829051557979
"367","vir_ASV_220","ASV_8",0.0174480160656527
"368","vir_ASV_220","ASV_129",-0.00917284175380273
"369","vir_ASV_220","ASV_373",0.0651073735634012
"370","vir_ASV_220","ASV_566",0.0071003438364714
"371","vir_ASV_221","ASV_186",0.0815530358353767
"372","vir_ASV_221","ASV_463",-0.00683241600400097
"373","vir_ASV_222","ASV_37",0.0635165805252047
"374","vir_ASV_222","ASV_41",0.0767939856390806
"375","vir_ASV_222","ASV_89",0.0125907480037894
"376","vir_ASV_222","ASV_318",0.0101333106434506
"377","vir_ASV_222","ASV_358",0.0283038985224466
"378","vir_ASV_222","ASV_407",-0.0451882102518849
"379","vir_ASV_224","ASV_130",-0.0115125832724338
"380","vir_ASV_224","ASV_259",0.0329171637512369
"381","vir_ASV_224","ASV_780",0.0175600292435509
"382","vir_ASV_229","ASV_130",0.148911496890959
"383","vir_ASV_229","ASV_1061",0.0300741063298184
"384","vir_ASV_230","ASV_135",-0.0112108156200363
"385","vir_ASV_230","ASV_434",-0.067816953387933
"386","vir_ASV_230","ASV_1061",0.0342623026283816
"387","vir_ASV_231","ASV_27",-0.0187236914461003
"388","vir_ASV_231","ASV_683",0.0221345630815685
"389","vir_ASV_233","ASV_244",0.0251916251023961
"390","vir_ASV_235","ASV_129",0.0202270042832804
"391","vir_ASV_236","ASV_50",0.0145569676148448
"392","vir_ASV_236","ASV_1310",0.00553513603831082
"393","vir_ASV_237","ASV_11",0.0335488492642257
"394","vir_ASV_237","ASV_16",0.00799756574648872
"395","vir_ASV_239","ASV_88",0.014625801970085
"396","vir_ASV_240","ASV_101",0.0409888923102307
"397","vir_ASV_240","ASV_358",0.0768497157011408
"398","vir_ASV_240","ASV_1165",0.0657455267131596
"399","vir_ASV_241","ASV_771",0.0170526757617092
"400","vir_ASV_242","ASV_1204",-0.0830728017902519
"401","vir_ASV_242","ASV_1669",0.0665442359468548
"402","vir_ASV_243","ASV_70",0.0445842406754844
"403","vir_ASV_243","ASV_219",0.0338341461072597
"404","vir_ASV_243","ASV_417",-0.00162124024461499
"405","vir_ASV_244","ASV_219",0.0605738466657385
"406","vir_ASV_244","ASV_1310",0.0684951952545802
"407","vir_ASV_246","ASV_7",0.0400978172103496
"408","vir_ASV_246","ASV_8",0.103043060766055
"409","vir_ASV_246","ASV_88",-0.0849759446302965
"410","vir_ASV_246","ASV_323",-0.0424328302873521
"411","vir_ASV_246","ASV_694",-0.0398811689981602
"412","vir_ASV_246","ASV_740",0.0137137262531664
"413","vir_ASV_247","ASV_530",-0.0361549662949099
"414","vir_ASV_249","ASV_697",0.000493874123358828
"415","vir_ASV_250","ASV_113",0.0316548517492082
"416","vir_ASV_250","ASV_186",0.0015798971770232
"417","vir_ASV_250","ASV_373",0.038061137803836
"418","vir_ASV_251","ASV_101",0.0197001494904935
"419","vir_ASV_251","ASV_735",0.0420099879660697
"420","vir_ASV_252","ASV_341",0.0410146150488331
"421","vir_ASV_252","ASV_780",0.0056720673720014
"422","vir_ASV_253","ASV_8",-0.0568179760366126
"423","vir_ASV_253","ASV_130",0.129737707076165
"424","vir_ASV_253","ASV_326",0.0809167200783698
"425","vir_ASV_254","ASV_41",-0.0320100157105681
"426","vir_ASV_254","ASV_113",0.0996289683209124
"427","vir_ASV_254","ASV_356",0.0402683229715528
"428","vir_ASV_254","ASV_407",0.000169004888175589
"429","vir_ASV_254","ASV_463",0.0115188070091886
"430","vir_ASV_254","ASV_1204",0.00459360901696076
"431","vir_ASV_254","ASV_1669",-0.0131205435992464
"432","vir_ASV_256","ASV_219",0.00330274816817819
"433","vir_ASV_256","ASV_683",0.0745225537906123
"434","vir_ASV_257","ASV_18",-0.0627507649369516
"435","vir_ASV_257","ASV_144",0.0669162176179732
"436","vir_ASV_258","ASV_373",-0.0154815437923449
"437","vir_ASV_259","ASV_683",0.0109843816330441
"438","vir_ASV_260","ASV_50",0.0594843159779957
"439","vir_ASV_261","ASV_10",0.00290972417097884
"440","vir_ASV_261","ASV_16",-0.00370961493697311
"441","vir_ASV_262","ASV_260",0.0444568127102333
"442","vir_ASV_270","ASV_130",0.0299224726217125
"443","vir_ASV_271","ASV_131",0.0165926571814074
"444","vir_ASV_271","ASV_735",-0.00107787332631051
"445","vir_ASV_274","ASV_16",0.0693947085254724
"446","vir_ASV_274","ASV_41",-0.0626923272480071
"447","vir_ASV_274","ASV_643",0.0281128578225807
"448","vir_ASV_275","ASV_16",0.107686806056428
"449","vir_ASV_275","ASV_60",-0.0175851379641076
"450","vir_ASV_278","ASV_55",0.163110254955746
"451","vir_ASV_279","ASV_101",0.00165432084674194
"452","vir_ASV_279","ASV_171",0.0308124769643256
"453","vir_ASV_280","ASV_20",0.067813714677539
"454","vir_ASV_280","ASV_129",0.0149260746340877
"455","vir_ASV_280","ASV_219",0.0512638917200132
"456","vir_ASV_280","ASV_227",0.0786918173759246
"457","vir_ASV_283","ASV_766",0.0674790179267413
"458","vir_ASV_286","ASV_1061",0.00586828453661015
"459","vir_ASV_288","ASV_7",0.0250829731580386
"460","vir_ASV_289","ASV_130",-0.039241111631346
"461","vir_ASV_292","ASV_10",0.023233933052935
"462","vir_ASV_292","ASV_50",0.0399362375140224
"463","vir_ASV_292","ASV_131",0.0508102150488652
"464","vir_ASV_292","ASV_740",0.0552385692300585
"465","vir_ASV_293","ASV_20",0.00370378941349425
"466","vir_ASV_295","ASV_10",-0.0490263323415778
"467","vir_ASV_295","ASV_20",0.05058314251031
"468","vir_ASV_295","ASV_1061",0.00828037121169323
"469","vir_ASV_296","ASV_55",0.0379115987244378
"470","vir_ASV_296","ASV_60",-0.0103428478001195
"471","vir_ASV_296","ASV_219",0.018668653172869
"472","vir_ASV_296","ASV_259",0.0950657144969254
"473","vir_ASV_296","ASV_615",0.0854639495794741
"474","vir_ASV_298","ASV_50",0.0459110232623362
"475","vir_ASV_298","ASV_326",-0.0529972798740997
"476","vir_ASV_298","ASV_1968",0.023150240262705
"477","vir_ASV_299","ASV_1061",0.0431801462189373
"478","vir_ASV_300","ASV_1675",0.016804284536554
"479","vir_ASV_302","ASV_7",0.0144075992547224
"480","vir_ASV_302","ASV_10",0.0210201975307077
"481","vir_ASV_302","ASV_323",-0.00384542050442449
"482","vir_ASV_303","ASV_735",0.0218489899999929
"483","vir_ASV_304","ASV_20",0.0217646643688536
"484","vir_ASV_306","ASV_1669",0.00700161896495488
"485","vir_ASV_308","ASV_83",0.0219326782343528
"486","vir_ASV_308","ASV_780",0.0290776840045189
"487","vir_ASV_308","ASV_1165",0.000345407159899114
"488","vir_ASV_311","ASV_144",0.00798079896569998
"489","vir_ASV_311","ASV_885",0.00085314266649425
"490","vir_ASV_312","ASV_8",0.0380479084709257
"491","vir_ASV_314","ASV_18",0.101615980723971
"492","vir_ASV_314","ASV_55",0.10294483792195
"493","vir_ASV_316","ASV_7",-0.010499751508678
"494","vir_ASV_317","ASV_130",-0.019897431008913
"495","vir_ASV_319","ASV_11",0.0227600166020593
"496","vir_ASV_321","ASV_677",0.00256999577329761
"497","vir_ASV_326","ASV_60",0.0136915634691926
"498","vir_ASV_326","ASV_219",-0.0452330925717822
"499","vir_ASV_326","ASV_407",0.084654873244354
"500","vir_ASV_326","ASV_463",0.067684839679281
"501","vir_ASV_326","ASV_619",0.0234165086297823
"502","vir_ASV_326","ASV_625",0.0570981911332048
"503","vir_ASV_326","ASV_683",-0.0130067977222847
"504","vir_ASV_326","ASV_1669",-4.90077410190137e-05
"505","vir_ASV_327","ASV_83",-0.00538278608612591
"506","vir_ASV_327","ASV_110",0.0531965565401615
"507","vir_ASV_327","ASV_318",-0.00340955338030763
"508","vir_ASV_331","ASV_131",0.00151487851223664
"509","vir_ASV_331","ASV_356",0.102937475454003
"510","vir_ASV_331","ASV_643",0.0616620262929392
