"","from","to","weight"
"116","ASV_694","ASV_411",0.0110007646822348
"117","ASV_694","ASV_920",0.0358835325706192
"118","ASV_694","ASV_274",0.0317985369251184
"119","ASV_270","ASV_180",0.07469154536992
"120","ASV_270","ASV_85",-0.0594420814399916
"121","ASV_270","ASV_512",-0.0923894251478031
"122","ASV_270","ASV_642",-0.037172967316133
"123","ASV_270","ASV_229",-0.0394950726633679
"124","ASV_270","ASV_128",-0.0383882741702007
"125","ASV_270","ASV_319",-0.00510792481339853
"126","ASV_270","ASV_81",-0.0344771356995493
"127","ASV_270","ASV_18",-0.00799654726988136
"128","ASV_270","ASV_9",-0.00596222492726581
"129","ASV_270","ASV_36",-0.0112162351743545
"130","ASV_270","ASV_405",0.154584055672277
"131","ASV_270","ASV_61",0.0629888703360039
"132","ASV_270","ASV_157",0.00158473850865484
"133","ASV_270","ASV_106",0.0508659505106946
"134","ASV_270","ASV_169",0.140362040684
"135","ASV_270","ASV_134",0.111079234966096
"136","ASV_270","ASV_589",0.0526480907518319
"137","ASV_270","ASV_221",0.115802630672386
"138","ASV_270","ASV_277",0.116861579081452
"139","ASV_270","ASV_553",0.0153301537230682
"140","ASV_270","ASV_120",0.171325613662045
"141","ASV_152","ASV_95",0.0104237344354371
"142","ASV_152","ASV_139",0.0927318866729347
"143","ASV_152","ASV_327",-0.0255657659019578
"144","ASV_152","ASV_2",-0.0101522192909393
"145","ASV_152","ASV_446",0.0378964071447936
"146","ASV_152","ASV_69",0.115576740150403
"147","ASV_152","ASV_158",0.104238861409689
"148","ASV_152","ASV_194",0.119309302654091
"149","ASV_152","ASV_374",0.487495083605678
"150","ASV_152","ASV_329",0.0016350243303081
"151","ASV_152","ASV_25",0.185169105951967
"152","ASV_152","ASV_51",0.00999257382474381
"153","ASV_152","ASV_290",0.0201827401883074
"154","ASV_152","ASV_115",0.00858705151824998
"155","ASV_152","ASV_76",0.061535805076803
"156","ASV_152","ASV_369",0.142564558005281
"157","ASV_152","ASV_333",0.00317266548225045
"158","ASV_152","ASV_462",0.173756231084462
"159","ASV_152","ASV_865",0.106755685670972
"160","ASV_152","ASV_310",0.120820223045373
"161","ASV_152","ASV_378",0.0487405507328425
"162","ASV_152","ASV_39",-0.00146361411821549
"163","ASV_152","ASV_136",0.103894069297941
"164","ASV_152","ASV_78",0.049703380648203
"165","ASV_152","ASV_66",0.0904657835327689
"166","ASV_152","ASV_382",0.00555689386161737
"167","ASV_152","ASV_715",-0.0152363651058824
"168","ASV_152","ASV_433",0.0577731490328656
"169","ASV_180","ASV_139",0.108288342682272
"170","ASV_180","ASV_14",0.0172117348328943
"171","ASV_180","ASV_279",-0.0959779152149902
"172","ASV_180","ASV_403",-0.0527672432130604
"173","ASV_180","ASV_52",-0.0657315089499814
"174","ASV_180","ASV_603",-0.00889018610124576
"175","ASV_180","ASV_657",-0.0258710036592057
"176","ASV_180","ASV_36",-0.0251234633088474
"177","ASV_180","ASV_867",-0.0112700594800552
"178","ASV_180","ASV_598",-0.00441026539637585
"179","ASV_180","ASV_381",0.0556527936010237
"180","ASV_180","ASV_625",0.316582230270075
"181","ASV_180","ASV_339",0.0682740261299948
"182","ASV_180","ASV_436",0.0498059541716755
"183","ASV_180","ASV_662",0.290933943378863
"184","ASV_180","ASV_487",0.053046069607408
"185","ASV_180","ASV_423",0.0120259350793418
"186","ASV_180","ASV_715",0.0852567508591864
"187","ASV_85","ASV_408",0.00771436812931711
"188","ASV_85","ASV_179",0.0204347821112414
"189","ASV_85","ASV_18",-0.0394875298086397
"190","ASV_85","ASV_208",0.0170917439632905
"191","ASV_85","ASV_288",-0.00284533096103098
"192","ASV_85","ASV_343",-0.00216584855717392
"193","ASV_85","ASV_36",0.252938132674165
"194","ASV_85","ASV_196",0.0756848048366591
"195","ASV_85","ASV_222",0.0155301152745855
"196","ASV_85","ASV_580",0.136256124663751
"197","ASV_85","ASV_241",0.0941357468077705
"198","ASV_85","ASV_625",0.126166519598095
"199","ASV_85","ASV_336",0.0598401859787418
"200","ASV_85","ASV_19",-0.0864872980201945
"201","ASV_85","ASV_212",0.128668343232387
"202","ASV_85","ASV_286",0.0290609833509081
"203","ASV_85","ASV_567",-0.0596836636117479
"204","ASV_85","ASV_436",0.0798189034274514
"205","ASV_85","ASV_102",-0.00708010715620852
"206","ASV_85","ASV_40",-0.012745554052531
"207","ASV_85","ASV_378",-0.0446623124442624
"208","ASV_85","ASV_148",-0.0263967431268957
"209","ASV_85","ASV_487",-0.0473203673759535
"210","ASV_85","ASV_437",-0.009290235456657
"211","ASV_85","ASV_120",-0.00503288649436134
"212","ASV_95","ASV_139",-0.00418392573721105
"213","ASV_95","ASV_217",-0.141940915021271
"214","ASV_95","ASV_315",0.0347666219907045
"215","ASV_95","ASV_415",0.0589539382196724
"216","ASV_95","ASV_163",0.0304919099669069
"217","ASV_95","ASV_170",0.0166498226996058
"218","ASV_95","ASV_381",0.12120613368702
"219","ASV_95","ASV_57",-0.000776185723592754
"220","ASV_95","ASV_625",0.121822305557213
"221","ASV_95","ASV_237",0.24603403209308
"222","ASV_95","ASV_339",0.24449309079177
"223","ASV_95","ASV_46",0.0321113211709042
"224","ASV_95","ASV_380",0.00782304859749067
"225","ASV_95","ASV_124",0.0345721359141692
"226","ASV_95","ASV_390",-0.031654569360688
"227","ASV_95","ASV_256",0.0893012443160119
"228","ASV_95","ASV_274",0.0134693436813497
"229","ASV_95","ASV_382",0.233644837777827
"230","ASV_350","ASV_564",0.142465809051581
"231","ASV_350","ASV_512",0.022827954636397
"232","ASV_350","ASV_229",0.00890827363578436
"233","ASV_350","ASV_489",0.354768716023681
"234","ASV_350","ASV_130",0.127927930200685
"235","ASV_350","ASV_36",-0.0128735240996685
"236","ASV_350","ASV_302",-0.0502839042016662
"237","ASV_350","ASV_399",0.176649083500925
"238","ASV_350","ASV_755",0.0175876058414444
"239","ASV_350","ASV_247",0.0184507928972087
"240","ASV_350","ASV_743",0.0225180147806033
"241","ASV_350","ASV_503",0.0864319097664547
"242","ASV_350","ASV_337",-0.0117592947527994
"243","ASV_350","ASV_423",-0.0310742546077496
"244","ASV_350","ASV_543",-0.0242520906305115
"245","ASV_350","ASV_393",-0.0049142566567601
"246","ASV_350","ASV_41",-0.00716347265104103
"247","ASV_139","ASV_201",-0.0159876260542523
"248","ASV_139","ASV_327",-0.00711951903661598
"249","ASV_139","ASV_657",0.192484124255613
"250","ASV_139","ASV_82",0.174210413314877
"251","ASV_139","ASV_150",0.206561528355913
"252","ASV_139","ASV_343",9.20822432193269e-07
"253","ASV_139","ASV_163",0.011621149972432
"254","ASV_139","ASV_268",0.175339198625175
"255","ASV_139","ASV_381",0.201227286921331
"256","ASV_139","ASV_305",0.0359445474371599
"257","ASV_139","ASV_865",0.0161682742222903
"258","ASV_139","ASV_285",0.0476879557342671
"259","ASV_139","ASV_118",0.000126716746661759
"260","ASV_139","ASV_46",0.000291604860956002
"261","ASV_139","ASV_524",-0.00481203711608377
"262","ASV_139","ASV_124",0.0883555222643428
"263","ASV_139","ASV_390",-0.000355696848352544
"264","ASV_139","ASV_153",-0.0323188153816245
"265","ASV_139","ASV_433",0.0813342351468688
"266","ASV_647","ASV_804",0.190752294910002
"267","ASV_647","ASV_179",0.265847392959654
"268","ASV_647","ASV_810",0.0719074776558233
"269","ASV_647","ASV_467",0.000177899828664257
"270","ASV_647","ASV_32",-0.0170653964888105
"271","ASV_647","ASV_138",0.0448396970841657
"272","ASV_647","ASV_415",-0.00195714840580688
"273","ASV_647","ASV_17",0.0839275704752237
"274","ASV_647","ASV_682",-0.0103223156494348
"275","ASV_647","ASV_71",-0.0350912924241152
"276","ASV_647","ASV_131",-0.0429550218312016
"277","ASV_647","ASV_449",-0.00709546126675725
"278","ASV_647","ASV_727",-0.00309936834357832
"279","ASV_647","ASV_854",-0.19261132162065
"280","ASV_647","ASV_321",0.0277251611999036
"281","ASV_647","ASV_325",0.0165032940120821
"282","ASV_647","ASV_282",0.0878102923910951
"283","ASV_647","ASV_10",-0.0051595128004501
