vir_A,vir_B,distance,cov
ASV_131,ASV_769,0.288135593220339,-0.0527284643697565
ASV_384,ASV_769,0.17796610169491525,0.0415947625819004
ASV_560,ASV_769,0.3389830508474576,0.0740916916824375
ASV_755,ASV_769,0.3474576271186441,0.0622067632854001
ASV_523,ASV_769,0.3983050847457627,0.0413221630522838
ASV_769,ASV_920,0.3898305084745763,-0.0215553839427625
ASV_574,ASV_769,0.3220338983050847,0.0159198783987893
ASV_4,ASV_769,0.3813559322033898,-0.0109683715037461
ASV_247,ASV_769,0.3728813559322034,0.0857761361058171
ASV_367,ASV_769,0.3474576271186441,0.0201229733780706
ASV_349,ASV_769,0.3644067796610169,-0.0185525859243738
ASV_246,ASV_769,0.3813559322033898,0.0773595332924497
ASV_490,ASV_769,0.3305084745762712,-0.00119691928100976
ASV_503,ASV_769,0.3644067796610169,0.0184676203066939
ASV_497,ASV_769,0.3220338983050847,0.0883794167746886
ASV_444,ASV_769,0.3220338983050847,0.0732545504285164
ASV_156,ASV_467,0.3983050847457627,0.0513324537445184
ASV_467,ASV_682,0.4152542372881356,0.492132745016923
ASV_199,ASV_467,0.3220338983050847,-0.0455351642195852
ASV_173,ASV_467,0.3559322033898305,0.06400664852927
ASV_449,ASV_467,0.3305084745762712,-0.00453684264832457
ASV_431,ASV_467,0.288135593220339,0.103232537015351
ASV_285,ASV_467,0.3559322033898305,0.358169027724378
ASV_411,ASV_467,0.3983050847457627,-0.148923172258126
ASV_467,ASV_516,0.8050847457627118,-0.0509621691283492
ASV_204,ASV_467,0.3644067796610169,-0.0244393599181323
ASV_378,ASV_467,0.3644067796610169,0.0539777203172348
ASV_437,ASV_467,0.423728813559322,-0.0530998849508079
ASV_467,ASV_518,0.4491525423728814,0.051935421471706
ASV_249,ASV_467,0.3389830508474576,0.145285427305857
ASV_480,ASV_546,0.05084745762711865,-0.0396297359641989
ASV_319,ASV_546,0.2288135593220339,-0.0378595019998354
ASV_269,ASV_546,0.3135593220338983,0.0919194911208721
ASV_290,ASV_546,0.3220338983050847,-0.0307293438236041
ASV_546,ASV_659,0.3305084745762712,0.0841086566081138
ASV_421,ASV_546,0.3220338983050847,0.212817027629534
ASV_214,ASV_546,0.3135593220338983,0.297845033006631
ASV_546,ASV_865,0.4067796610169492,0.0044788206709552
ASV_433,ASV_546,0.3813559322033898,0.0438127162400931
ASV_319,ASV_80,0.211864406779661,0.129013990303922
ASV_156,ASV_80,0.3474576271186441,0.11090994949798
ASV_519,ASV_80,0.4152542372881356,-0.00523004298159643
ASV_415,ASV_80,0.3135593220338983,0.0222702939107368
ASV_242,ASV_80,0.3559322033898305,0.0564117162038153
ASV_166,ASV_80,0.3474576271186441,0.0877220634001478
ASV_45,ASV_80,0.3983050847457627,-0.0540243826707309
ASV_665,ASV_80,0.3728813559322034,0.0797920692025529
ASV_228,ASV_80,0.3305084745762712,-0.0126376294936391
ASV_109,ASV_80,0.3389830508474576,0.0522968047305657
ASV_80,ASV_867,0.288135593220339,-0.0358552091665914
ASV_25,ASV_80,0.3050847457627119,-0.0457391965213564
ASV_260,ASV_80,0.2711864406779661,0.0165627641636215
ASV_122,ASV_80,0.3135593220338983,0.0020878537933543
ASV_161,ASV_80,0.2627118644067797,0.0838741879326703
ASV_80,ASV_83,0.2711864406779661,0.104195929912878
ASV_197,ASV_80,0.2033898305084746,0.00294032499662136
ASV_285,ASV_80,0.3474576271186441,0.0781186345759532
ASV_380,ASV_80,0.3898305084745763,0.0279605954644126
ASV_487,ASV_80,0.3644067796610169,0.0374890971981526
ASV_437,ASV_80,0.3898305084745763,0.0278268064165102
ASV_256,ASV_80,0.3389830508474576,0.0185427673156091
ASV_153,ASV_80,0.3305084745762712,0.00543598495276965
ASV_319,ASV_480,0.22033898305084745,-0.0392251186553778
ASV_386,ASV_480,0.4067796610169492,-0.103211314439644
ASV_199,ASV_480,0.3305084745762712,-0.0123177276229229
ASV_400,ASV_480,0.22033898305084745,-0.0659174760729437
ASV_197,ASV_480,0.22033898305084745,-0.0477803772221796
ASV_480,ASV_615,0.2457627118644068,-0.0378021732636333
ASV_480,ASV_783,0.3474576271186441,-0.0261713825376897
ASV_457,ASV_480,0.3644067796610169,0.0924288566388288
ASV_356,ASV_480,0.3559322033898305,-0.072969138269848
ASV_46,ASV_480,0.3220338983050847,0.0941484695774765
ASV_480,ASV_513,0.4067796610169492,0.00414012316683277
ASV_277,ASV_480,0.4576271186440678,0.0061665403198814
ASV_140,ASV_319,0.3474576271186441,-0.0293140994712878
ASV_319,ASV_36,0.3559322033898305,0.0504359440167188
ASV_319,ASV_329,0.3220338983050847,-0.0109572891286004
ASV_319,ASV_598,0.3389830508474576,0.123673065370054
ASV_319,ASV_406,0.3389830508474576,0.101864127374171
ASV_157,ASV_319,0.288135593220339,0.174201795378477
ASV_319,ASV_400,0.16101694915254236,0.0153430064034285
ASV_197,ASV_319,0.19491525423728814,0.0423287523721282
ASV_319,ASV_560,0.3644067796610169,0.0500674305326195
ASV_319,ASV_920,0.423728813559322,-4.28162859238412e-5
ASV_153,ASV_319,0.3220338983050847,0.0206587923431767
ASV_319,ASV_479,0.3813559322033898,-0.00537957651776536
ASV_211,ASV_903,0.2796610169491525,-0.0145709660595748
ASV_105,ASV_903,0.3220338983050847,-0.0901530360875247
ASV_243,ASV_903,0.3220338983050847,-0.0201545548909018
ASV_862,ASV_903,0.3135593220338983,-0.0697055043989105
ASV_302,ASV_903,0.288135593220339,-0.0298709774846525
ASV_554,ASV_903,0.2966101694915254,0.0659733710593612
ASV_419,ASV_903,0.2627118644067797,0.0686239867691483
ASV_531,ASV_903,0.288135593220339,0.150803919323114
ASV_345,ASV_903,0.2966101694915254,0.0307756310432037
ASV_409,ASV_903,0.2627118644067797,0.0714418463119927
ASV_787,ASV_903,0.2796610169491525,0.0936659319248755
ASV_1098,ASV_903,0.22033898305084745,0.00101984546948927
ASV_854,ASV_903,0.2711864406779661,-0.0599744520446049
ASV_599,ASV_903,0.3983050847457627,0.0514104966544115
ASV_822,ASV_903,0.3389830508474576,0.0325805010762054
ASV_303,ASV_903,0.4661016949152542,0.0119096109771909
ASV_745,ASV_903,0.3728813559322034,0.0974475895331209
ASV_195,ASV_903,0.3898305084745763,-0.00204644841265322
ASV_479,ASV_903,0.3305084745762712,0.0861460588172406
ASV_56,ASV_79,0.3135593220338983,-0.0136746803045096
ASV_271,ASV_56,0.3474576271186441,0.234262969673845
ASV_140,ASV_56,0.3644067796610169,0.292210253700329
ASV_56,ASV_594,0.3220338983050847,-0.0310199000927136
ASV_261,ASV_56,0.3983050847457627,0.164520414963991
ASV_5,ASV_56,0.3898305084745763,0.143408100136442
ASV_34,ASV_56,0.7796610169491526,0.0170743681647308
ASV_56,ASV_58,0.3644067796610169,3.71453416296852e-5
ASV_343,ASV_56,0.3305084745762712,-0.0142846685326726
ASV_345,ASV_56,0.3135593220338983,0.0233096168852098
ASV_56,ASV_92,0.2966101694915254,0.106296186786061
ASV_56,ASV_783,0.4067796610169492,0.0377012453675569
ASV_331,ASV_56,0.3220338983050847,0.0360827353404031
ASV_154,ASV_56,0.3305084745762712,0.0565686996433796
ASV_216,ASV_56,0.3305084745762712,-0.0274881089899421
ASV_118,ASV_56,0.3389830508474576,0.00383419608760824
ASV_40,ASV_56,0.3389830508474576,0.0703246413704686
ASV_478,ASV_56,0.4322033898305085,0.0201453374464301
ASV_416,ASV_56,0.3474576271186441,0.0418735421025538
ASV_48,ASV_81,0.3983050847457627,0.11943496323243
ASV_466,ASV_81,0.2627118644067797,-0.0490645536588321
ASV_79,ASV_81,0.3644067796610169,0.0649278371988121
ASV_493,ASV_81,0.3898305084745763,-0.0104662810408118
ASV_261,ASV_81,0.3644067796610169,-0.0165567300946711
ASV_30,ASV_81,0.4067796610169492,-0.0118860776785432
ASV_81,ASV_9,0.3474576271186441,0.0188463322797507
ASV_228,ASV_81,0.4067796610169492,0.09316897021087
ASV_1029,ASV_81,0.3898305084745763,-0.00604927894802229
ASV_36,ASV_81,0.4067796610169492,0.0766599353107743
ASV_302,ASV_81,0.3220338983050847,-0.0482831398084886
ASV_231,ASV_81,0.3559322033898305,0.0129066793273195
ASV_171,ASV_81,0.3559322033898305,0.016689864868548
ASV_188,ASV_81,0.3389830508474576,-0.0223884908064211
ASV_81,ASV_92,0.3220338983050847,-0.0229180019970503
ASV_507,ASV_81,0.3728813559322034,-0.0235651251563053
ASV_197,ASV_81,0.3305084745762712,-0.056654282844556
ASV_298,ASV_81,0.423728813559322,-0.00309814468416084
ASV_339,ASV_81,0.423728813559322,0.0390989641498379
ASV_411,ASV_81,0.423728813559322,0.0378895758967118
ASV_574,ASV_81,0.3474576271186441,-0.0544210410382194
ASV_46,ASV_81,0.3898305084745763,0.0545136551452783
ASV_100,ASV_81,0.423728813559322,0.0399013449473282
ASV_221,ASV_81,0.4322033898305085,0.0175370926787626
ASV_26,ASV_81,0.3559322033898305,0.0159063106076242
ASV_605,ASV_81,0.3644067796610169,0.183322243923918
ASV_208,ASV_47,0.3898305084745763,0.0778970174900435
ASV_177,ASV_47,0.3898305084745763,-0.0114383082872749
ASV_47,ASV_70,0.4067796610169492,0.00393145572184936
ASV_149,ASV_47,0.9067796610169492,0.0108746947077634
ASV_44,ASV_47,0.3559322033898305,-0.00417263560633757
ASV_47,ASV_665,0.3813559322033898,0.0525562276991359
ASV_29,ASV_47,0.3728813559322034,-0.0121237078070338
ASV_314,ASV_47,0.3813559322033898,-0.0384171178790928
ASV_47,ASV_607,0.3728813559322034,-0.0263937433400613
ASV_220,ASV_47,0.3644067796610169,-0.0277860582872987
ASV_47,ASV_572,0.3559322033898305,0.0862889759000015
ASV_146,ASV_47,0.3983050847457627,0.0499440970938344
ASV_19,ASV_47,0.3813559322033898,0.131768564082942
ASV_258,ASV_47,0.4322033898305085,0.0296231195913841
ASV_47,ASV_567,0.3983050847457627,0.0254899253961517
ASV_437,ASV_47,0.4661016949152542,0.0821058058695346
ASV_164,ASV_47,0.3559322033898305,0.0408905605060045
ASV_13,ASV_32,0.2288135593220339,0.0108505943512985
ASV_255,ASV_32,0.2288135593220339,-0.0144205354184987
ASV_32,ASV_62,0.2542372881355932,-0.016601383496137
ASV_138,ASV_32,0.2457627118644068,-0.00280122347312811
ASV_32,ASV_324,0.23728813559322035,-0.0459289685889166
ASV_32,ASV_519,0.23728813559322035,-0.0665736592911033
ASV_160,ASV_32,0.22033898305084745,-0.0316430404883254
ASV_121,ASV_32,0.2457627118644068,-0.0927241837678054
ASV_140,ASV_32,0.15254237288135594,-0.0261699531172482
ASV_192,ASV_32,0.288135593220339,-0.0311848828201079
ASV_32,ASV_5,0.19491525423728814,-0.0102189737587061
ASV_17,ASV_32,0.19491525423728814,-0.0132019316154017
ASV_219,ASV_32,0.2796610169491525,0.194477178624573
ASV_21,ASV_32,0.2542372881355932,0.157381195142302
ASV_32,ASV_57,0.3559322033898305,0.0412983705694688
ASV_32,ASV_339,0.2966101694915254,0.151284874037398
ASV_32,ASV_325,0.2627118644067797,0.140681827433396
ASV_282,ASV_32,0.288135593220339,0.115829428889475
ASV_246,ASV_32,0.2796610169491525,0.0339822127872257
ASV_32,ASV_639,0.3135593220338983,0.0249769397807764
ASV_153,ASV_32,0.3135593220338983,0.0208348135826762
ASV_32,ASV_382,0.3305084745762712,0.153105786743887
ASV_32,ASV_715,0.3559322033898305,-0.115996143816569
ASV_519,ASV_760,0.2966101694915254,0.0114300157754664
ASV_160,ASV_760,0.2711864406779661,-0.0519269213205346
ASV_135,ASV_760,0.2542372881355932,-0.0134710511417014
ASV_648,ASV_760,0.2711864406779661,-0.0234525332739604
ASV_254,ASV_760,0.2711864406779661,-0.0247719711516376
ASV_703,ASV_760,0.19491525423728814,-0.0794152053802322
ASV_760,ASV_910,0.2288135593220339,-0.00111632771714665
ASV_760,ASV_884,0.3389830508474576,-0.106356351205348
ASV_632,ASV_760,0.3644067796610169,-0.00565859389172801
ASV_406,ASV_760,0.2966101694915254,0.0978044545403935
ASV_151,ASV_760,0.3474576271186441,-0.0720874940898351
ASV_502,ASV_760,0.3559322033898305,0.0844515003246455
ASV_643,ASV_760,0.3050847457627119,-0.0457678220953801
ASV_46,ASV_760,0.3389830508474576,0.458041718212652
ASV_13,ASV_52,0.23728813559322035,0.0397541423578181
ASV_244,ASV_52,0.2627118644067797,0.0186567258877554
ASV_255,ASV_52,0.3559322033898305,0.148825475593203
ASV_138,ASV_52,0.3559322033898305,0.0277329132365826
ASV_28,ASV_52,0.2627118644067797,0.0275727358130708
ASV_160,ASV_52,0.3220338983050847,0.0429325789671716
ASV_272,ASV_52,0.3050847457627119,0.138863025095564
ASV_23,ASV_52,0.2966101694915254,-0.00121456004741988
ASV_292,ASV_52,0.3135593220338983,-0.0425186248406697
ASV_359,ASV_52,0.3389830508474576,-0.0156579876873574
ASV_504,ASV_52,0.2966101694915254,0.0354280139366811
ASV_254,ASV_52,0.3135593220338983,0.00677109754869076
ASV_192,ASV_52,0.3220338983050847,0.0476231110590604
ASV_312,ASV_52,0.3644067796610169,0.00380020537613371
ASV_334,ASV_52,0.8135593220338984,0.0243369032540164
ASV_52,ASV_607,0.3305084745762712,-0.0213871170180432
ASV_188,ASV_52,0.3644067796610169,-0.0175395686314152
ASV_342,ASV_52,0.3474576271186441,0.150242874259164
ASV_117,ASV_52,0.3389830508474576,-0.0520507213228456
ASV_372,ASV_52,0.3389830508474576,0.0127191942161146
ASV_52,ASV_611,0.3050847457627119,0.0618678295350628
ASV_13,ASV_244,0.0847457627118644,0.0454774568673664
ASV_13,ASV_138,0.2711864406779661,0.15792702395773
ASV_13,ASV_28,0.2966101694915254,0.267935800380669
ASV_13,ASV_37,0.2542372881355932,0.171236397292196
ASV_13,ASV_8,0.3220338983050847,0.021943884673739
ASV_105,ASV_13,0.3220338983050847,0.00251904516748749
ASV_13,ASV_359,0.2542372881355932,0.0105490998225984
ASV_13,ASV_30,0.3050847457627119,0.0791308949050576
ASV_13,ASV_243,0.3220338983050847,-0.0011386120047269
ASV_13,ASV_88,0.3050847457627119,0.0976704150602717
ASV_13,ASV_405,0.3389830508474576,0.0109270006271805
ASV_13,ASV_787,0.3644067796610169,0.0591312185293954
ASV_13,ASV_507,0.3813559322033898,-0.0260862071875077
ASV_1098,ASV_13,0.3728813559322034,0.0201428130763749
ASV_13,ASV_615,0.3813559322033898,-0.0500826715399506
ASV_13,ASV_50,0.2796610169491525,0.0836517140901266
ASV_13,ASV_478,0.3644067796610169,0.135417742525535
ASV_255,ASV_373,0.2711864406779661,-0.158273667579636
ASV_281,ASV_373,0.2627118644067797,0.0931510626951285
ASV_311,ASV_373,0.2542372881355932,-0.0298007604439784
ASV_373,ASV_471,0.2966101694915254,0.0641327864810698
ASV_317,ASV_373,0.23728813559322035,0.0351078946951736
ASV_242,ASV_373,0.2457627118644068,0.0106440836482334
ASV_359,ASV_373,0.2627118644067797,0.0720468961812905
ASV_373,ASV_75,0.2796610169491525,-0.016116261586021
ASV_373,ASV_844,0.2966101694915254,0.311599926514672
ASV_313,ASV_373,0.2627118644067797,0.0619344176000753
ASV_264,ASV_373,0.3559322033898305,0.0291079542167237
ASV_373,ASV_90,0.3050847457627119,-0.0254161480264045
ASV_373,ASV_379,0.7966101694915254,-0.0605486282308417
ASV_373,ASV_638,0.2627118644067797,-0.054039624415385
ASV_210,ASV_373,0.288135593220339,0.0978062272009161
ASV_232,ASV_373,0.3644067796610169,0.0109595944948023
ASV_102,ASV_373,0.23728813559322035,0.0984164440325375
ASV_373,ASV_380,0.3220338983050847,-0.0192901570957695
ASV_123,ASV_373,0.3135593220338983,0.0219447497692655
ASV_256,ASV_373,0.3220338983050847,0.0767548060870887
ASV_156,ASV_244,0.1016949152542373,-0.0493285260769499
ASV_156,ASV_519,0.2288135593220339,0.0137879276754891
ASV_156,ASV_28,0.2796610169491525,0.0603150883363037
ASV_156,ASV_415,0.2796610169491525,-0.00283666721471107
ASV_156,ASV_276,0.8220338983050848,-0.109425741322189
ASV_156,ASV_23,0.2542372881355932,0.00837548270178101
ASV_156,ASV_96,0.22033898305084745,0.0759176913292434
ASV_156,ASV_243,0.288135593220339,0.13747925155417
ASV_156,ASV_293,0.2796610169491525,0.220812962055421
ASV_156,ASV_420,0.3559322033898305,0.0573238553249618
ASV_129,ASV_156,0.2796610169491525,0.00320723447635585
ASV_156,ASV_508,0.288135593220339,0.0435451310527401
ASV_156,ASV_83,0.3305084745762712,0.0779108664893883
ASV_156,ASV_285,0.2711864406779661,0.00961415595487236
ASV_156,ASV_411,0.288135593220339,0.034726334626331803
ASV_156,ASV_516,0.8305084745762712,0.165598534618004
ASV_156,ASV_371,0.3305084745762712,0.178118771327057
ASV_156,ASV_78,0.2966101694915254,-0.0261720483302602
ASV_124,ASV_156,0.2966101694915254,-0.00851641854798404
ASV_156,ASV_300,0.3305084745762712,-0.00475861375722322
ASV_156,ASV_416,0.288135593220339,-0.026292488336004
ASV_156,ASV_433,0.3644067796610169,0.0267671501597899
ASV_181,ASV_362,0.3135593220338983,0.199321614665966
ASV_181,ASV_62,0.2966101694915254,0.0956694656752157
ASV_181,ASV_324,0.2627118644067797,-0.0168172476327483
ASV_143,ASV_181,0.3220338983050847,0.273560288271655
ASV_181,ASV_311,0.2711864406779661,0.0492368350739652
ASV_181,ASV_291,0.3050847457627119,-0.0314149949566898
ASV_181,ASV_96,0.2457627118644068,-0.0327844821645698
ASV_176,ASV_181,0.2627118644067797,-0.00136410458438685
ASV_133,ASV_181,0.23728813559322035,-0.0118458552127159
ASV_12,ASV_181,0.3135593220338983,-0.00956394537738264
ASV_105,ASV_181,0.3220338983050847,0.0692193266085583
ASV_15,ASV_181,0.23728813559322035,0.0906494269302898
ASV_181,ASV_313,0.2627118644067797,-0.0151869906759147
ASV_181,ASV_21,0.23728813559322035,0.101418995653618
ASV_281,ASV_443,0.288135593220339,-0.104959001017994
ASV_227,ASV_443,0.3050847457627119,4.26728434308826e-4
ASV_311,ASV_443,0.2627118644067797,0.268031155227557
ASV_443,ASV_664,0.2711864406779661,0.114674376151776
ASV_443,ASV_482,0.2711864406779661,0.0850432446707155
ASV_443,ASV_465,0.3135593220338983,-0.0170577488767907
ASV_443,ASV_448,0.2966101694915254,0.00962482932551736
ASV_443,ASV_450,0.3050847457627119,0.17537340543851
ASV_278,ASV_443,0.3050847457627119,0.0106062428128889
ASV_443,ASV_88,0.3050847457627119,-0.0324804318278139
ASV_253,ASV_443,0.3220338983050847,0.0142863382375698
ASV_443,ASV_638,0.2796610169491525,-0.0332935622941046
ASV_144,ASV_443,0.8220338983050848,0.0178300939397331
ASV_175,ASV_443,0.3389830508474576,-0.0181664061761184
ASV_193,ASV_443,0.3559322033898305,0.0513945682295648
ASV_138,ASV_142,0.2627118644067797,-0.0140727629523053
ASV_142,ASV_519,0.2457627118644068,-0.0281637798204768
ASV_142,ASV_20,0.288135593220339,-0.0366927092509761
ASV_142,ASV_143,0.2966101694915254,0.097768609783392
ASV_142,ASV_227,0.288135593220339,0.0344587876875329
ASV_142,ASV_311,0.2457627118644068,0.0205656004220002
ASV_142,ASV_317,0.2457627118644068,0.0542141029429285
ASV_142,ASV_178,0.2542372881355932,-0.0157638254590577
ASV_142,ASV_177,0.3050847457627119,-0.014266064559443
ASV_142,ASV_376,0.3220338983050847,0.0672051245760819
ASV_142,ASV_34,0.8305084745762712,0.236521838989696
ASV_142,ASV_313,0.3050847457627119,0.192826555852564
ASV_126,ASV_142,0.2711864406779661,0.015769282686643
ASV_142,ASV_170,0.3644067796610169,-0.0111118239652955
ASV_142,ASV_71,0.3644067796610169,-0.0285594260823373
ASV_107,ASV_142,0.2627118644067797,0.0401415279420075
ASV_108,ASV_142,0.3305084745762712,0.0850248127797757
ASV_119,ASV_142,0.3389830508474576,0.0369631828466199
ASV_244,ASV_48,0.2033898305084746,0.136499904579425
ASV_244,ASV_519,0.2542372881355932,0.0293462155210222
ASV_244,ASV_28,0.288135593220339,-5.60223867928755e-4
ASV_160,ASV_244,0.2711864406779661,-0.00723030418316106
ASV_244,ASV_37,0.2457627118644068,0.0521152633144843
ASV_244,ASV_317,0.2627118644067797,-0.0284976884703533
ASV_244,ASV_648,0.3220338983050847,0.195341536782217
ASV_244,ASV_412,0.2966101694915254,0.103309955342517
ASV_244,ASV_261,0.211864406779661,-0.0147755335711493
ASV_244,ASV_446,0.2627118644067797,0.0296701684561403
ASV_1079,ASV_244,0.2711864406779661,-5.47061112530056e-4
ASV_244,ASV_334,0.7711864406779662,0.0836381477929975
ASV_132,ASV_244,0.2627118644067797,0.0390541944499155
ASV_244,ASV_508,0.2711864406779661,0.185260232985754
ASV_244,ASV_632,0.4067796610169492,0.106854973396629
ASV_244,ASV_392,0.2796610169491525,0.0360276714627504
ASV_244,ASV_363,0.3559322033898305,-0.0229980298772027
ASV_291,ASV_362,0.2627118644067797,0.025762493409203
ASV_317,ASV_362,0.2288135593220339,0.183184352909713
ASV_257,ASV_362,0.17796610169491525,0.0401987165737343
ASV_178,ASV_362,0.22033898305084745,0.136926389367728
ASV_320,ASV_362,0.3220338983050847,0.0660002742314598
ASV_362,ASV_465,0.2627118644067797,-0.0594684811469219
ASV_166,ASV_362,0.2542372881355932,0.058866305575723
ASV_313,ASV_362,0.23728813559322035,0.0262606948258521
ASV_187,ASV_362,0.1864406779661017,0.250108811394483
ASV_11,ASV_362,0.22033898305084745,-0.0755881247897083
ASV_132,ASV_362,0.2457627118644068,0.00770553107747785
ASV_129,ASV_362,0.23728813559322035,-0.012468594809273
ASV_362,ASV_540,0.3983050847457627,0.0543938266665636
ASV_362,ASV_572,0.3813559322033898,-0.0835635664168123
ASV_362,ASV_724,0.3813559322033898,-0.0448859773779143
ASV_198,ASV_362,0.3389830508474576,-0.0126571413211529
ASV_141,ASV_362,0.3644067796610169,-0.0503281910481737
ASV_362,ASV_73,0.3898305084745763,0.206631393722628
ASV_189,ASV_362,0.3728813559322034,-0.0770970623676215
ASV_203,ASV_362,0.3728813559322034,0.0922048303713043
ASV_362,ASV_89,0.3983050847457627,-0.00748626205502709
ASV_362,ASV_422,0.3559322033898305,0.0130743757494369
ASV_256,ASV_362,0.3559322033898305,0.0113848521684176
ASV_370,ASV_428,0.2627118644067797,0.0273555098165977
ASV_30,ASV_428,0.2457627118644068,0.146878759267933
ASV_428,ASV_465,0.2457627118644068,0.183858204631308
ASV_428,ASV_450,0.2966101694915254,0.0662629919813146
ASV_187,ASV_428,0.2033898305084746,0.0310983475330594
ASV_109,ASV_428,0.2711864406779661,0.0610233420351563
ASV_428,ASV_475,0.3389830508474576,-0.0497621347392337
ASV_428,ASV_458,0.423728813559322,0.0147995247165107
ASV_168,ASV_428,0.423728813559322,0.0930144433242538
ASV_428,ASV_51,0.423728813559322,-0.0682923437742321
ASV_298,ASV_428,0.3559322033898305,0.00752811909632398
ASV_48,ASV_582,0.22033898305084745,-0.0496517307515539
ASV_140,ASV_48,0.2288135593220339,9.86383841780208e-4
ASV_30,ASV_48,0.1694915254237288,0.133594759542171
ASV_170,ASV_48,0.3050847457627119,0.0383944150239023
ASV_48,ASV_632,0.2966101694915254,0.00363124014008595
ASV_263,ASV_48,0.3474576271186441,0.0880858955627561
ASV_168,ASV_48,0.3474576271186441,0.075944269491822
ASV_454,ASV_48,0.3559322033898305,-0.00609264441496107
ASV_472,ASV_48,0.3728813559322034,-0.0341360801847957
ASV_406,ASV_48,0.3389830508474576,0.0862528566815445
ASV_48,ASV_92,0.3474576271186441,0.0305350105660913
ASV_48,ASV_653,0.3135593220338983,-0.0119515095179176
ASV_232,ASV_48,0.3220338983050847,0.0566509288824253
ASV_48,ASV_724,0.3305084745762712,0.204401709220404
ASV_48,ASV_920,0.2966101694915254,0.165373213810322
ASV_247,ASV_48,0.3050847457627119,0.0692624715187736
ASV_321,ASV_48,0.2796610169491525,0.00166028530601647
ASV_118,ASV_48,0.3050847457627119,0.0582420613882422
ASV_40,ASV_48,0.3220338983050847,0.0429125533475005
ASV_218,ASV_48,0.3135593220338983,0.00335655709749325
ASV_392,ASV_48,0.2457627118644068,-7.60141902552719e-4
ASV_338,ASV_48,0.3728813559322034,0.201231804541506
ASV_380,ASV_48,0.3305084745762712,0.0705619867824005
ASV_277,ASV_48,0.3728813559322034,0.0495096029074983
ASV_245,ASV_48,0.3220338983050847,0.020220487019206
ASV_235,ASV_48,0.3389830508474576,-0.0437110973789348
ASV_444,ASV_48,0.3135593220338983,-0.0341358931583246
ASV_48,ASV_639,0.3559322033898305,-0.0428327294196446
ASV_424,ASV_48,0.3050847457627119,0.133302210782001
ASV_18,ASV_7,0.0847457627118644,-0.0416964682723658
ASV_7,ASV_8,0.2966101694915254,-0.0290379432995477
ASV_7,ASV_79,0.2542372881355932,-0.117746279052207
ASV_242,ASV_7,0.23728813559322035,0.0274398752015805
ASV_2,ASV_7,0.2288135593220339,0.0508234413176436
ASV_121,ASV_7,0.19491525423728814,0.194450672875458
ASV_182,ASV_7,0.2033898305084746,0.131147034726582
ASV_7,ASV_96,0.23728813559322035,-0.0276729424323292
ASV_140,ASV_7,0.211864406779661,0.00666975903452538
ASV_15,ASV_7,0.22033898305084745,0.0889598609892094
ASV_177,ASV_7,0.2542372881355932,0.106133359111606
ASV_34,ASV_7,0.7542372881355932,0.0374675478611783
ASV_21,ASV_7,0.288135593220339,-0.0519540160909155
ASV_540,ASV_7,0.3644067796610169,-0.0223032685165777
ASV_3,ASV_7,0.3050847457627119,0.114599249610961
ASV_4,ASV_7,0.3389830508474576,0.12718700948254
ASV_7,ASV_99,0.3644067796610169,0.0889290228317464
ASV_611,ASV_7,0.3474576271186441,0.0418862578535453
ASV_18,ASV_281,0.059322033898305086,0.0360271828264819
ASV_18,ASV_425,0.19491525423728814,-2.48808108316262e-4
ASV_155,ASV_18,0.211864406779661,0.230853470923638
ASV_18,ASV_70,0.23728813559322035,-0.00504610734027383
ASV_18,ASV_313,0.2288135593220339,0.0375600799626967
ASV_18,ASV_91,0.22033898305084745,-0.0224865726382869
ASV_18,ASV_90,0.1864406779661017,-0.00176995458655582
ASV_18,ASV_43,0.2457627118644068,0.0488772038153424
ASV_18,ASV_42,0.2288135593220339,-0.00740170581288505
ASV_144,ASV_18,0.7542372881355932,-0.0278152951774447
ASV_18,ASV_93,0.288135593220339,-0.0580015247641395
ASV_18,ASV_209,0.3220338983050847,0.0360624858805935
ASV_131,ASV_18,0.3305084745762712,0.131789529285924
ASV_18,ASV_436,0.3474576271186441,-0.0242452274663641
ASV_18,ASV_38,0.3305084745762712,-0.0583838807667618
ASV_18,ASV_31,0.3305084745762712,0.0321977429574536
ASV_18,ASV_218,0.3559322033898305,0.09844767941653
ASV_18,ASV_53,0.2796610169491525,-0.110444548108693
ASV_18,ASV_207,0.2796610169491525,0.0300201654692757
ASV_18,ASV_520,0.3898305084745763,0.0306567013637178
ASV_18,ASV_226,0.3559322033898305,-0.00385730968961731
ASV_255,ASV_281,0.025423728813559324,0.221032134498702
ASV_255,ASV_311,0.211864406779661,0.00944663688021002
ASV_255,ASV_317,0.2796610169491525,0.0223879556916119
ASV_255,ASV_493,0.22033898305084745,0.0662543673822111
ASV_121,ASV_255,0.17796610169491525,0.139344210509131
ASV_255,ASV_355,0.17796610169491525,-0.0275413018425826
ASV_176,ASV_255,0.211864406779661,0.0154414619991404
ASV_140,ASV_255,0.1864406779661017,0.12227568673283
ASV_192,ASV_255,0.2796610169491525,0.0467868388274565
ASV_255,ASV_34,0.7627118644067796,0.0178945928800585
ASV_255,ASV_313,0.211864406779661,0.0255137409824358
ASV_255,ASV_387,0.3305084745762712,0.0199527664247753
ASV_255,ASV_421,0.3389830508474576,0.0616923793700043
ASV_255,ASV_336,0.3050847457627119,0.00925151293528759
