vir_A,vir_B,distance,cov
ASV_152,ASV_158,0.3474576271186441,0.104238861409689
ASV_152,ASV_194,0.3728813559322034,0.119309302654091
ASV_152,ASV_374,0.3474576271186441,0.487495083605678
ASV_152,ASV_329,0.3305084745762712,0.0016350243303081
ASV_152,ASV_25,0.2966101694915254,0.185169105951967
ASV_152,ASV_51,0.3220338983050847,0.00999257382474381
ASV_152,ASV_290,0.3135593220338983,0.0201827401883074
ASV_115,ASV_152,0.2966101694915254,0.00858705151824998
ASV_152,ASV_76,0.3050847457627119,0.061535805076803
ASV_152,ASV_369,0.3474576271186441,0.142564558005281
ASV_152,ASV_333,0.2457627118644068,0.00317266548225045
ASV_152,ASV_462,0.2711864406779661,0.173756231084462
ASV_152,ASV_865,0.3474576271186441,0.106755685670972
ASV_152,ASV_310,0.3220338983050847,0.120820223045373
ASV_152,ASV_378,0.3898305084745763,0.0487405507328425
ASV_152,ASV_39,0.3644067796610169,-0.00146361411821549
ASV_136,ASV_152,0.3813559322033898,0.103894069297941
ASV_152,ASV_78,0.423728813559322,0.049703380648203
ASV_152,ASV_66,0.288135593220339,0.0904657835327689
ASV_152,ASV_382,0.2711864406779661,0.00555689386161737
ASV_152,ASV_715,0.288135593220339,-0.0152363651058824
ASV_152,ASV_433,0.3220338983050847,0.0577731490328656
ASV_139,ASV_180,0.0847457627118644,0.108288342682272
ASV_14,ASV_180,0.288135593220339,0.0172117348328943
ASV_180,ASV_279,0.3050847457627119,-0.0959779152149902
ASV_180,ASV_403,0.3220338983050847,-0.0527672432130604
ASV_180,ASV_52,0.3728813559322034,-0.0657315089499814
ASV_180,ASV_603,0.3305084745762712,-0.00889018610124576
ASV_180,ASV_657,0.3050847457627119,-0.0258710036592057
ASV_180,ASV_36,0.3050847457627119,-0.0251234633088474
ASV_180,ASV_867,0.3220338983050847,-0.0112700594800552
ASV_180,ASV_598,0.3050847457627119,-0.00441026539637585
ASV_180,ASV_381,0.2966101694915254,0.0556527936010237
ASV_180,ASV_625,0.3305084745762712,0.316582230270075
ASV_180,ASV_339,0.3474576271186441,0.0682740261299948
ASV_180,ASV_436,0.3305084745762712,0.0498059541716755
ASV_180,ASV_662,0.2796610169491525,0.290933943378863
ASV_180,ASV_487,0.3728813559322034,0.053046069607408
ASV_180,ASV_423,0.2542372881355932,0.0120259350793418
ASV_180,ASV_715,0.2966101694915254,0.0852567508591864
ASV_408,ASV_85,0.3813559322033898,0.00771436812931711
ASV_179,ASV_85,0.3220338983050847,0.0204347821112414
ASV_18,ASV_85,0.3220338983050847,-0.0394875298086397
ASV_208,ASV_85,0.3050847457627119,0.0170917439632905
ASV_288,ASV_85,0.3305084745762712,-0.00284533096103098
ASV_343,ASV_85,0.3050847457627119,-0.00216584855717392
ASV_36,ASV_85,0.3135593220338983,0.252938132674165
ASV_196,ASV_85,0.2966101694915254,0.0756848048366591
ASV_222,ASV_85,0.2796610169491525,0.0155301152745855
ASV_580,ASV_85,0.3135593220338983,0.136256124663751
ASV_241,ASV_85,0.3389830508474576,0.0941357468077705
ASV_625,ASV_85,0.3389830508474576,0.126166519598095
ASV_336,ASV_85,0.3559322033898305,0.0598401859787418
ASV_19,ASV_85,0.23728813559322035,-0.0864872980201945
ASV_212,ASV_85,0.2796610169491525,0.128668343232387
ASV_286,ASV_85,0.3389830508474576,0.0290609833509081
ASV_567,ASV_85,0.3559322033898305,-0.0596836636117479
ASV_436,ASV_85,0.3389830508474576,0.0798189034274514
ASV_102,ASV_85,0.3728813559322034,-0.00708010715620852
ASV_40,ASV_85,0.3898305084745763,-0.012745554052531
ASV_378,ASV_85,0.3898305084745763,-0.0446623124442624
ASV_148,ASV_85,0.3898305084745763,-0.0263967431268957
ASV_487,ASV_85,0.3813559322033898,-0.0473203673759535
ASV_437,ASV_85,0.4576271186440678,-0.009290235456657
ASV_120,ASV_85,0.2711864406779661,-0.00503288649436134
ASV_139,ASV_95,0.06779661016949153,-0.00418392573721105
ASV_217,ASV_95,0.3135593220338983,-0.141940915021271
ASV_315,ASV_95,0.3898305084745763,0.0347666219907045
ASV_415,ASV_95,0.3305084745762712,0.0589539382196724
ASV_163,ASV_95,0.3305084745762712,0.0304919099669069
ASV_170,ASV_95,0.3220338983050847,0.0166498226996058
ASV_381,ASV_95,0.3135593220338983,0.12120613368702
ASV_57,ASV_95,0.3135593220338983,-7.76185723592754e-4
ASV_625,ASV_95,0.3474576271186441,0.121822305557213
ASV_237,ASV_95,0.3135593220338983,0.24603403209308
ASV_339,ASV_95,0.3474576271186441,0.24449309079177
ASV_46,ASV_95,0.3135593220338983,0.0321113211709042
ASV_380,ASV_95,0.3389830508474576,0.00782304859749067
ASV_124,ASV_95,0.2711864406779661,0.0345721359141692
ASV_390,ASV_95,0.288135593220339,-0.031654569360688
ASV_256,ASV_95,0.3050847457627119,0.0893012443160119
ASV_274,ASV_95,0.2711864406779661,0.0134693436813497
ASV_382,ASV_95,0.2796610169491525,0.233644837777827
ASV_350,ASV_564,0.3305084745762712,0.142465809051581
ASV_350,ASV_512,0.2711864406779661,0.022827954636397
ASV_229,ASV_350,0.3050847457627119,0.00890827363578436
ASV_350,ASV_489,0.3135593220338983,0.354768716023681
ASV_130,ASV_350,0.2966101694915254,0.127927930200685
ASV_350,ASV_36,0.3050847457627119,-0.0128735240996685
ASV_302,ASV_350,0.2966101694915254,-0.0502839042016662
ASV_350,ASV_399,0.2966101694915254,0.176649083500925
ASV_350,ASV_755,0.3389830508474576,0.0175876058414444
ASV_247,ASV_350,0.3474576271186441,0.0184507928972087
ASV_350,ASV_743,0.3983050847457627,0.0225180147806033
ASV_350,ASV_503,0.2627118644067797,0.0864319097664547
ASV_337,ASV_350,0.2796610169491525,-0.0117592947527994
ASV_350,ASV_423,0.2542372881355932,-0.0310742546077496
ASV_350,ASV_543,0.2711864406779661,-0.0242520906305115
ASV_350,ASV_393,0.2711864406779661,-0.0049142566567601
ASV_350,ASV_41,0.2711864406779661,-0.00716347265104103
ASV_139,ASV_201,0.3050847457627119,-0.0159876260542523
ASV_139,ASV_327,0.3135593220338983,-0.00711951903661598
ASV_139,ASV_657,0.2966101694915254,0.192484124255613
ASV_139,ASV_82,0.3813559322033898,0.174210413314877
ASV_139,ASV_150,0.2711864406779661,0.206561528355913
ASV_139,ASV_343,0.2966101694915254,9.20822432193269e-7
ASV_139,ASV_163,0.3135593220338983,0.011621149972432
ASV_139,ASV_268,0.3050847457627119,0.175339198625175
ASV_139,ASV_381,0.3389830508474576,0.201227286921331
ASV_139,ASV_305,0.3474576271186441,0.0359445474371599
ASV_139,ASV_865,0.3389830508474576,0.0161682742222903
ASV_139,ASV_285,0.3389830508474576,0.0476879557342671
ASV_118,ASV_139,0.3559322033898305,1.26716746661759e-4
ASV_139,ASV_46,0.3135593220338983,2.91604860956002e-4
ASV_139,ASV_524,0.3305084745762712,-0.00481203711608377
ASV_124,ASV_139,0.2627118644067797,0.0883555222643428
ASV_139,ASV_390,0.2711864406779661,-3.55696848352544e-4
ASV_139,ASV_153,0.2542372881355932,-0.0323188153816245
ASV_139,ASV_433,0.3050847457627119,0.0813342351468688
ASV_647,ASV_804,0.15254237288135594,0.190752294910002
ASV_179,ASV_647,0.2966101694915254,0.265847392959654
ASV_647,ASV_810,0.3389830508474576,0.0719074776558233
ASV_467,ASV_647,0.288135593220339,1.77899828664257e-4
ASV_32,ASV_647,0.3220338983050847,-0.0170653964888105
ASV_138,ASV_647,0.3050847457627119,0.0448396970841657
ASV_415,ASV_647,0.3220338983050847,-0.00195714840580688
ASV_17,ASV_647,0.2796610169491525,0.0839275704752237
ASV_647,ASV_682,0.3898305084745763,-0.0103223156494348
ASV_647,ASV_71,0.3305084745762712,-0.0350912924241152
ASV_131,ASV_647,0.3135593220338983,-0.0429550218312016
ASV_449,ASV_647,0.3898305084745763,-0.00709546126675725
ASV_647,ASV_727,0.2711864406779661,-0.00309936834357832
ASV_647,ASV_854,0.2288135593220339,-0.19261132162065
ASV_321,ASV_647,0.3559322033898305,0.0277251611999036
ASV_325,ASV_647,0.3559322033898305,0.0165032940120821
ASV_282,ASV_647,0.3644067796610169,0.0878102923910951
ASV_10,ASV_647,0.2966101694915254,-0.0051595128004501
ASV_349,ASV_647,0.3559322033898305,0.00497229707685959
ASV_490,ASV_647,0.288135593220339,0.296785027757666
ASV_503,ASV_647,0.3135593220338983,0.029227295622941
ASV_217,ASV_279,0.2966101694915254,0.00360523791715195
ASV_179,ASV_217,0.3050847457627119,0.00911002097417021
ASV_16,ASV_217,0.288135593220339,0.00789553155839956
ASV_129,ASV_217,0.2457627118644068,0.0871135096025696
ASV_217,ASV_90,0.2288135593220339,0.00707022364249854
ASV_217,ASV_84,0.3135593220338983,0.0417028410411813
ASV_117,ASV_217,0.3135593220338983,-0.0647817483315189
ASV_217,ASV_615,0.4406779661016949,0.00854707165780211
ASV_217,ASV_94,0.3305084745762712,-0.00763757064384654
ASV_217,ASV_247,0.3644067796610169,-0.0155032929775177
ASV_165,ASV_217,0.3728813559322034,-0.0564830086564609
ASV_217,ASV_282,0.3728813559322034,-0.0181197360085005
ASV_217,ASV_392,0.2966101694915254,0.0189589013689506
ASV_217,ASV_591,0.4152542372881356,0.0728278621701595
ASV_217,ASV_245,0.3050847457627119,0.0473217176584536
ASV_512,ASV_564,0.17796610169491525,0.0511814839095002
ASV_564,ASV_642,0.2033898305084746,0.227090468132406
ASV_403,ASV_564,0.3728813559322034,0.306960477171899
ASV_564,ASV_674,0.3728813559322034,0.00235368879872197
ASV_111,ASV_564,0.2966101694915254,0.0838541018386289
ASV_52,ASV_564,0.4322033898305085,0.0447092878084423
ASV_564,ASV_682,0.3983050847457627,-0.0289680941758612
ASV_309,ASV_564,0.3050847457627119,-9.36966833820607e-4
ASV_205,ASV_564,0.3220338983050847,-0.0324277301436098
ASV_241,ASV_564,0.3220338983050847,-0.00672885820478647
ASV_131,ASV_564,0.3305084745762712,-0.0310954649293361
ASV_384,ASV_564,0.3644067796610169,0.0654328688161825
ASV_564,ASV_625,0.3389830508474576,-0.0134807900781736
ASV_460,ASV_564,0.2966101694915254,0.181346611365851
ASV_564,ASV_94,0.3050847457627119,0.0347198892293076
ASV_564,ASV_574,0.2711864406779661,-0.0438789804888852
ASV_367,ASV_564,0.3559322033898305,-0.200743462984025
ASV_564,ASV_662,0.3898305084745763,-0.0440999451672279
ASV_487,ASV_564,0.3050847457627119,-0.00351273745555794
ASV_512,ASV_842,0.3050847457627119,-0.208948686930414
ASV_29,ASV_512,0.2711864406779661,0.036398643078869
ASV_35,ASV_512,0.2627118644067797,0.105919251444147
ASV_309,ASV_512,0.2288135593220339,0.00922019476186342
ASV_171,ASV_512,0.2966101694915254,0.110062076284382
ASV_512,ASV_560,0.3389830508474576,0.0633887513749785
ASV_512,ASV_654,0.3050847457627119,0.0201452985073123
ASV_154,ASV_512,0.288135593220339,-0.00721508347009389
ASV_216,ASV_512,0.2966101694915254,-0.0310658669304777
ASV_189,ASV_512,0.3813559322033898,0.0929063394599218
ASV_169,ASV_512,0.3644067796610169,0.0880336432997628
ASV_437,ASV_512,0.3728813559322034,-0.00380757632096224
ASV_111,ASV_642,0.3389830508474576,-0.00916452899120018
ASV_229,ASV_642,0.3220338983050847,0.190391070306919
ASV_29,ASV_642,0.2796610169491525,0.0418933088999699
ASV_642,ASV_899,0.3389830508474576,0.100327214663251
ASV_642,ASV_682,0.3728813559322034,0.0261330428335713
ASV_309,ASV_642,0.2542372881355932,-0.0296605567039803
ASV_405,ASV_642,0.2966101694915254,0.166164638650667
ASV_6,ASV_642,0.3050847457627119,-0.0276207408166911
ASV_642,ASV_93,0.23728813559322035,-0.144726102195453
ASV_440,ASV_642,0.2542372881355932,0.0053573956958671
ASV_431,ASV_642,0.2966101694915254,-0.00898736407218262
ASV_183,ASV_642,0.3305084745762712,-0.0276834326068659
ASV_560,ASV_642,0.3474576271186441,-0.00185857083921742
ASV_523,ASV_642,0.3728813559322034,-0.0136239041258866
ASV_642,ASV_654,0.2966101694915254,-0.0531937088176885
ASV_331,ASV_642,0.3050847457627119,0.00846167096123746
ASV_169,ASV_642,0.3813559322033898,-0.00434203800115746
ASV_570,ASV_642,0.3135593220338983,0.109339839253035
ASV_303,ASV_642,0.4491525423728814,0.0233893870634418
ASV_642,ASV_898,0.3050847457627119,-0.00435288687678204
ASV_804,ASV_940,0.3050847457627119,0.08328553395113
ASV_190,ASV_804,0.288135593220339,-0.0142502305013274
ASV_229,ASV_804,0.3305084745762712,-0.178986861723512
ASV_804,ASV_810,0.3389830508474576,0.152646504789558
ASV_804,ASV_903,0.2542372881355932,0.0908631708587729
ASV_729,ASV_804,0.3389830508474576,0.00691890217649502
ASV_516,ASV_804,0.7033898305084746,-0.0151320352527046
ASV_325,ASV_804,0.3389830508474576,0.0698086812612794
ASV_518,ASV_804,0.3898305084745763,-0.00487821656586218
ASV_745,ASV_804,0.3559322033898305,-0.0473711948784945
ASV_308,ASV_804,0.3559322033898305,-0.0360303343844379
ASV_490,ASV_804,0.2711864406779661,-6.38766518004208e-4
ASV_104,ASV_804,0.2966101694915254,0.0149608680342465
ASV_548,ASV_804,0.2966101694915254,0.0712285071781712
ASV_300,ASV_804,0.3135593220338983,-0.0267773325254457
ASV_422,ASV_804,0.3050847457627119,0.0431762556955131
ASV_479,ASV_804,0.2966101694915254,0.145394515034597
ASV_447,ASV_610,0.3135593220338983,0.207069333583281
ASV_610,ASV_903,0.4152542372881356,0.0241687570293496
ASV_603,ASV_610,0.3644067796610169,0.00401581970176804
ASV_425,ASV_610,0.2966101694915254,0.178249294192673
ASV_129,ASV_610,0.3135593220338983,0.00738956382380884
ASV_610,ASV_899,0.3983050847457627,-0.0440163627805003
ASV_348,ASV_610,0.3898305084745763,0.00176859583414302
ASV_563,ASV_610,0.3474576271186441,0.287256064082082
ASV_131,ASV_610,0.3898305084745763,-0.0567229833361176
ASV_197,ASV_610,0.4152542372881356,0.0577967589710547
ASV_232,ASV_610,0.3474576271186441,0.110673409195487
ASV_247,ASV_610,0.3728813559322034,0.00996994124802345
ASV_282,ASV_610,0.3644067796610169,0.188107778969882
ASV_610,ASV_944,0.3474576271186441,0.107795270952389
ASV_392,ASV_610,0.3898305084745763,0.157262869715264
ASV_610,ASV_634,0.3644067796610169,0.288632367296204
ASV_610,ASV_745,0.3813559322033898,0.17687614001087
ASV_300,ASV_610,0.3983050847457627,0.119987545182933
ASV_14,ASV_200,0.2966101694915254,0.0982749248522043
ASV_14,ASV_16,0.2966101694915254,0.185772732995232
ASV_14,ASV_30,0.23728813559322035,0.0466430677896333
ASV_14,ASV_163,0.2966101694915254,-0.0877433977671756
ASV_14,ASV_269,0.3305084745762712,0.0078802449643173
ASV_14,ASV_381,0.3220338983050847,0.363138777625865
ASV_14,ASV_237,0.2796610169491525,0.0670058109719184
ASV_14,ASV_574,0.288135593220339,0.330983784545564
ASV_14,ASV_99,0.4067796610169492,0.00364261511937802
ASV_10,ASV_14,0.3559322033898305,0.0887448815422602
ASV_125,ASV_14,0.3135593220338983,0.0363001147931601
ASV_104,ASV_14,0.3135593220338983,0.0100156498655054
ASV_14,ASV_49,0.3135593220338983,-0.00212682133404182
ASV_124,ASV_14,0.3050847457627119,-0.0479313590055239
ASV_14,ASV_543,0.288135593220339,-0.0225444552336336
ASV_202,ASV_315,0.0423728813559322,0.0121755969503824
ASV_315,ASV_809,0.2542372881355932,-0.0119648428055085
ASV_315,ASV_418,0.3305084745762712,-1.81147903995454e-4
ASV_315,ASV_334,0.652542372881356,-0.0141019926721737
ASV_275,ASV_315,0.4322033898305085,-0.00748105591448867
ASV_172,ASV_315,0.3983050847457627,-0.0207492635572273
ASV_146,ASV_315,0.3983050847457627,-0.0893632400758469
ASV_315,ASV_615,0.4745762711864407,-0.0879188302520682
ASV_210,ASV_315,0.4576271186440678,0.200151875104578
ASV_315,ASV_318,0.4576271186440678,-0.124839143705425
ASV_116,ASV_315,0.423728813559322,0.180632512636935
ASV_315,ASV_354,0.3644067796610169,0.149539173352823
ASV_189,ASV_315,0.3898305084745763,0.0236382668746673
ASV_315,ASV_53,0.3983050847457627,0.0229321296281456
ASV_315,ASV_368,0.3813559322033898,-0.00540373729560911
ASV_266,ASV_315,0.4067796610169492,0.0585029591140142
ASV_235,ASV_315,0.423728813559322,-0.1052686357194
ASV_315,ASV_363,0.3813559322033898,0.0683634165154668
ASV_112,ASV_202,0.01694915254237288,-0.00378982549136853
ASV_112,ASV_145,0.2542372881355932,0.126251134392679
ASV_101,ASV_112,0.3135593220338983,0.0167958295992983
ASV_112,ASV_760,0.4322033898305085,0.155271355297295
ASV_112,ASV_657,0.3898305084745763,0.00928377977836845
ASV_112,ASV_283,0.3644067796610169,0.0553689986974421
ASV_112,ASV_45,0.3898305084745763,-0.00492892896850622
ASV_112,ASV_43,0.3813559322033898,-0.0113086607356824
ASV_112,ASV_35,0.3389830508474576,0.235529900755594
ASV_112,ASV_329,0.3898305084745763,-0.043832126789404
ASV_112,ASV_231,0.4152542372881356,-0.00241521399226188
ASV_112,ASV_51,0.3983050847457627,0.0154393714082842
ASV_112,ASV_113,0.4067796610169492,0.0383148795995382
ASV_112,ASV_161,0.4067796610169492,0.110944358471035
ASV_112,ASV_93,0.4067796610169492,0.0766116174209849
ASV_112,ASV_209,0.3474576271186441,0.0647558991244353
ASV_112,ASV_131,0.3983050847457627,0.0020738017937339
ASV_112,ASV_146,0.4152542372881356,0.00371599558736421
ASV_112,ASV_19,0.4322033898305085,0.0056224081283312
ASV_112,ASV_73,0.4152542372881356,0.0612266695687158
ASV_112,ASV_284,0.4067796610169492,-0.0330747998185646
ASV_106,ASV_112,0.3644067796610169,0.00671984893307556
ASV_112,ASV_50,0.3898305084745763,-0.0041977959317947
ASV_112,ASV_78,0.4067796610169492,-0.073337980831386
ASV_112,ASV_174,0.3728813559322034,-0.00658332119001256
ASV_202,ASV_809,0.2288135593220339,-0.0483792382028027
ASV_202,ASV_37,0.3728813559322034,-0.0210363556739816
ASV_202,ASV_688,0.3898305084745763,-0.00285812991858866
ASV_126,ASV_202,0.3728813559322034,-0.0108623416098803
ASV_202,ASV_290,0.4322033898305085,-0.0821383500211607
ASV_202,ASV_421,0.3983050847457627,0.248472613758749
ASV_146,ASV_202,0.423728813559322,0.0193060785428092
ASV_202,ASV_210,0.4491525423728814,0.120009104318435
ASV_202,ASV_305,0.288135593220339,0.048067549182235
ASV_202,ASV_258,0.288135593220339,0.0179393228180641
ASV_202,ASV_284,0.4067796610169492,0.0262258629911742
ASV_202,ASV_50,0.3898305084745763,0.176886017026736
ASV_202,ASV_266,0.4067796610169492,0.062769650574566
ASV_200,ASV_575,0.1440677966101695,0.0412055266231502
ASV_142,ASV_200,0.3898305084745763,0.00132955601920651
ASV_200,ASV_370,0.3898305084745763,0.00476591506691276
ASV_200,ASV_79,0.3559322033898305,0.0322340170190092
ASV_167,ASV_200,0.711864406779661,0.0184128650827302
ASV_200,ASV_30,0.3474576271186441,0.174644997084864
